评论ID,提及品牌,平台,评论内容,点赞数,评论数,转发数,情感倾向,发布时间
CM00305,竞品C,小红书,这个品牌的产品真的很好用，支持了好多年了,61,10,2,正面,2023-05-06
CM00306,品牌A,小红书,客服态度太差了，再也不会买了,46,5,2,负面,2023-12-11
CM00307,竞品C,B站,感觉最近质量不如以前了，有点失望,61,9,3,负面,2023-06-04
CM00308,品牌A,B站,颜值很高，就是有点不耐用,52,6,5,中性,2023-05-29
CM00309,竞品C,微博,性价比很高，比XX品牌好多了,48,9,4,正面,2023-04-18
CM00310,品牌A,微博,价格有点贵，但是一分钱一分货吧,41,11,5,中性,2023-12-08
CM00311,竞品B,小红书,什么时候出新品啊，等好久了,62,9,5,正面,2023-10-23
CM00312,竞品B,抖音,国货之光，必须支持,53,12,5,正面,2023-07-02
CM00313,竞品B,微博,价格有点贵，但是一分钱一分货吧,45,12,2,中性,2023-12-04
CM00314,品牌A,微博,感觉最近质量不如以前了，有点失望,65,12,4,负面,2023-08-09
CM00315,竞品C,微博,性价比很高，比XX品牌好多了,47,8,6,正面,2023-09-21
CM00316,竞品C,B站,性价比很高，比XX品牌好多了,41,7,8,正面,2023-12-26
CM00317,竞品B,小红书,颜值很高，就是有点不耐用,37,7,7,中性,2023-05-02
CM00318,竞品C,微博,国货之光，必须支持,60,10,4,正面,2023-05-28
CM00319,竞品C,抖音,用了过敏，不知道是不是正品,57,7,3,负面,2023-08-11
CM00320,竞品C,抖音,颜值很高，就是有点不耐用,48,14,7,中性,2023-11-29
CM00321,竞品C,抖音,物流很快，包装也很好，推荐购买,53,10,5,正面,2023-05-08
CM00322,竞品C,小红书,感觉最近质量不如以前了，有点失望,50,9,1,负面,2023-09-15
CM00323,竞品C,B站,这个品牌的产品真的很好用，支持了好多年了,50,11,6,正面,2023-05-10
CM00324,品牌A,小红书,物流很快，包装也很好，推荐购买,46,12,3,正面,2023-12-22
CM00325,竞品B,小红书,性价比很高，比XX品牌好多了,49,8,5,正面,2023-09-16
CM00326,竞品B,微博,用了过敏，不知道是不是正品,46,6,3,负面,2023-05-24
CM00327,竞品C,小红书,用了过敏，不知道是不是正品,60,8,5,负面,2023-12-29
CM00328,品牌A,抖音,这个品牌的产品真的很好用，支持了好多年了,34,9,3,正面,2023-03-03
CM00329,竞品C,微博,客服态度太差了，再也不会买了,48,7,7,负面,2023-03-26
CM00330,竞品B,小红书,国货之光，必须支持,48,8,5,正面,2023-04-03
CM00331,竞品B,微博,价格有点贵，但是一分钱一分货吧,47,10,8,中性,2023-06-30
CM00332,品牌A,B站,价格有点贵，但是一分钱一分货吧,49,10,12,中性,2023-09-29
CM00333,品牌A,小红书,用了过敏，不知道是不是正品,36,14,4,负面,2023-09-12
CM00334,竞品C,抖音,价格有点贵，但是一分钱一分货吧,38,14,9,中性,2023-06-01
CM00335,竞品C,B站,感觉最近质量不如以前了，有点失望,31,7,5,负面,2023-06-29
CM00336,竞品C,微博,性价比很高，比XX品牌好多了,51,3,5,正面,2023-03-02
CM00337,竞品B,微博,物流很快，包装也很好，推荐购买,43,6,3,正面,2023-10-10
CM00338,品牌A,B站,这个品牌的产品真的很好用，支持了好多年了,61,5,8,正面,2023-06-10
CM00339,品牌A,小红书,国货之光，必须支持,65,6,3,正面,2023-01-07
CM00340,竞品B,B站,客服态度太差了，再也不会买了,41,12,2,负面,2023-07-18
CM00341,品牌A,B站,用了过敏，不知道是不是正品,50,6,1,负面,2023-06-16
CM00342,竞品B,小红书,客服态度太差了，再也不会买了,64,8,4,负面,2023-10-29
CM00343,竞品C,微博,客服态度太差了，再也不会买了,50,5,4,负面,2023-08-12
CM00344,竞品B,微博,物流很快，包装也很好，推荐购买,52,12,5,正面,2023-11-20
CM00345,竞品C,抖音,用了过敏，不知道是不是正品,55,6,6,负面,2023-09-26
CM00346,竞品C,B站,国货之光，必须支持,50,8,6,正面,2023-10-19
CM00347,竞品C,抖音,用了过敏，不知道是不是正品,46,15,5,负面,2023-03-19
CM00348,品牌A,抖音,性价比很高，比XX品牌好多了,51,8,4,正面,2023-02-15
CM00349,竞品C,微博,颜值很高，就是有点不耐用,53,15,7,中性,2023-10-26
CM00350,竞品B,小红书,物流很快，包装也很好，推荐购买,42,12,5,正面,2023-08-11
CM00351,竞品C,抖音,感觉最近质量不如以前了，有点失望,63,3,5,负面,2023-06-06
CM00352,竞品B,抖音,颜值很高，就是有点不耐用,48,8,6,中性,2023-04-06
CM00353,竞品B,微博,国货之光，必须支持,51,9,4,正面,2023-12-10
CM00354,品牌A,小红书,这个品牌的产品真的很好用，支持了好多年了,41,9,7,正面,2023-02-24
CM00355,品牌A,B站,这个品牌的产品真的很好用，支持了好多年了,60,10,3,正面,2023-03-24
CM00356,竞品C,B站,颜值很高，就是有点不耐用,39,9,2,中性,2023-10-04
CM00357,竞品C,抖音,性价比很高，比XX品牌好多了,52,8,8,正面,2023-02-28
CM00358,品牌A,小红书,性价比很高，比XX品牌好多了,47,7,6,正面,2023-06-20
CM00359,竞品B,小红书,这个品牌的产品真的很好用，支持了好多年了,47,7,5,正面,2023-05-27
CM00360,竞品C,小红书,价格有点贵，但是一分钱一分货吧,64,9,6,中性,2023-10-05
CM00361,竞品C,B站,什么时候出新品啊，等好久了,67,16,5,正面,2023-10-25
CM00362,品牌A,小红书,感觉最近质量不如以前了，有点失望,40,8,2,负面,2023-09-04
CM00363,竞品B,微博,什么时候出新品啊，等好久了,43,7,6,正面,2023-11-03
CM00364,竞品B,微博,客服态度太差了，再也不会买了,50,9,6,负面,2023-10-19
CM00365,竞品B,B站,这个品牌的产品真的很好用，支持了好多年了,51,11,6,正面,2023-12-17
CM00366,竞品C,B站,颜值很高，就是有点不耐用,39,8,3,中性,2023-06-28
CM00367,品牌A,B站,价格有点贵，但是一分钱一分货吧,37,4,6,中性,2023-03-05
CM00368,品牌A,B站,这个品牌的产品真的很好用，支持了好多年了,56,10,4,正面,2023-07-02
CM00369,竞品B,微博,颜值很高，就是有点不耐用,45,6,7,中性,2023-01-25
CM00370,竞品C,B站,什么时候出新品啊，等好久了,44,14,3,正面,2023-02-25
CM00371,竞品B,小红书,物流很快，包装也很好，推荐购买,48,7,1,正面,2023-12-05
CM00372,竞品B,B站,价格有点贵，但是一分钱一分货吧,61,13,1,中性,2023-05-07
CM00373,竞品C,抖音,什么时候出新品啊，等好久了,47,8,1,正面,2023-12-03
CM00374,竞品B,小红书,国货之光，必须支持,44,12,6,正面,2023-11-09
CM00375,竞品B,微博,用了过敏，不知道是不是正品,53,5,5,负面,2023-02-25
CM00376,竞品C,B站,国货之光，必须支持,45,7,7,正面,2023-06-08
CM00377,品牌A,抖音,颜值很高，就是有点不耐用,41,16,5,中性,2023-11-23
CM00378,竞品B,B站,价格有点贵，但是一分钱一分货吧,37,12,6,中性,2023-10-03
CM00379,竞品C,B站,感觉最近质量不如以前了，有点失望,51,9,6,负面,2023-06-09
CM00380,品牌A,B站,价格有点贵，但是一分钱一分货吧,46,9,6,中性,2023-12-05
CM00381,竞品C,B站,性价比很高，比XX品牌好多了,54,11,7,正面,2023-02-14
CM00382,竞品B,B站,物流很快，包装也很好，推荐购买,66,13,6,正面,2023-04-12
CM00383,品牌A,微博,用了过敏，不知道是不是正品,57,6,2,负面,2023-05-16
CM00384,品牌A,小红书,客服态度太差了，再也不会买了,42,12,6,负面,2023-04-14
CM00385,竞品B,B站,用了过敏，不知道是不是正品,54,8,5,负面,2023-05-08
CM00386,竞品B,B站,感觉最近质量不如以前了，有点失望,54,8,3,负面,2023-06-25
CM00387,品牌A,B站,价格有点贵，但是一分钱一分货吧,46,9,7,中性,2023-11-22
CM00388,竞品C,微博,颜值很高，就是有点不耐用,50,16,7,中性,2023-08-21
CM00389,品牌A,微博,用了过敏，不知道是不是正品,49,6,9,负面,2023-04-05
CM00390,品牌A,微博,性价比很高，比XX品牌好多了,60,15,6,正面,2023-10-08
CM00391,竞品C,抖音,价格有点贵，但是一分钱一分货吧,42,11,4,中性,2023-08-19
CM00392,竞品B,抖音,性价比很高，比XX品牌好多了,60,14,5,正面,2023-04-27
CM00393,竞品B,抖音,性价比很高，比XX品牌好多了,52,14,10,正面,2023-07-24
CM00394,竞品B,微博,物流很快，包装也很好，推荐购买,47,14,9,正面,2023-06-09
CM00395,品牌A,小红书,客服态度太差了，再也不会买了,54,13,3,负面,2023-12-26
CM00396,竞品B,小红书,物流很快，包装也很好，推荐购买,56,13,6,正面,2023-12-17
CM00397,竞品B,B站,物流很快，包装也很好，推荐购买,55,6,4,正面,2023-10-26
CM00398,竞品B,小红书,这个品牌的产品真的很好用，支持了好多年了,38,11,2,正面,2023-03-10
CM00399,竞品C,B站,感觉最近质量不如以前了，有点失望,36,11,5,负面,2023-06-01
CM00400,竞品B,微博,用了过敏，不知道是不是正品,49,10,5,负面,2023-02-07
CM00401,竞品C,微博,客服态度太差了，再也不会买了,31,13,3,负面,2023-08-12
CM00402,竞品C,抖音,物流很快，包装也很好，推荐购买,54,14,7,正面,2023-11-27
CM00403,品牌A,微博,颜值很高，就是有点不耐用,47,6,5,中性,2023-05-22
CM00404,竞品B,微博,这个品牌的产品真的很好用，支持了好多年了,40,16,6,正面,2023-12-08
CM00405,竞品B,B站,价格有点贵，但是一分钱一分货吧,51,13,7,中性,2023-05-20
CM00406,竞品C,小红书,什么时候出新品啊，等好久了,38,9,4,正面,2023-04-06
CM00407,竞品C,B站,国货之光，必须支持,48,8,2,正面,2023-09-09
CM00408,竞品C,B站,什么时候出新品啊，等好久了,55,9,4,正面,2023-04-07
CM00409,竞品C,微博,价格有点贵，但是一分钱一分货吧,39,11,5,中性,2023-08-26
CM00410,品牌A,小红书,客服态度太差了，再也不会买了,45,17,3,负面,2023-07-21
CM00411,品牌A,抖音,性价比很高，比XX品牌好多了,60,7,5,正面,2023-08-24
CM00412,品牌A,B站,国货之光，必须支持,62,1,5,正面,2023-09-12
CM00413,竞品C,B站,感觉最近质量不如以前了，有点失望,59,4,3,负面,2023-06-24
CM00414,品牌A,微博,什么时候出新品啊，等好久了,73,6,4,正面,2023-02-23
CM00415,竞品C,小红书,用了过敏，不知道是不是正品,55,15,2,负面,2023-07-22
CM00416,品牌A,小红书,国货之光，必须支持,51,9,3,正面,2023-03-06
CM00417,竞品C,抖音,用了过敏，不知道是不是正品,62,10,3,负面,2023-07-02
CM00418,品牌A,小红书,感觉最近质量不如以前了，有点失望,54,11,7,负面,2024-01-01
CM00419,竞品B,微博,性价比很高，比XX品牌好多了,48,9,4,正面,2023-08-26
CM00420,品牌A,B站,感觉最近质量不如以前了，有点失望,44,12,9,负面,2023-11-08
CM00421,竞品B,抖音,物流很快，包装也很好，推荐购买,52,11,5,正面,2023-07-10
CM00422,竞品C,B站,什么时候出新品啊，等好久了,52,12,5,正面,2023-09-10
CM00423,竞品B,B站,这个品牌的产品真的很好用，支持了好多年了,50,8,6,正面,2023-11-03
CM00424,品牌A,小红书,这个品牌的产品真的很好用，支持了好多年了,52,14,6,正面,2023-03-09
CM00425,品牌A,B站,感觉最近质量不如以前了，有点失望,55,13,4,负面,2023-10-11
CM00426,品牌A,抖音,客服态度太差了，再也不会买了,51,9,6,负面,2023-05-24
CM00427,竞品B,抖音,颜值很高，就是有点不耐用,53,8,8,中性,2023-12-09
CM00428,竞品C,B站,国货之光，必须支持,41,11,6,正面,2023-12-26
CM00429,品牌A,B站,这个品牌的产品真的很好用，支持了好多年了,67,12,4,正面,2023-09-19
CM00430,品牌A,抖音,性价比很高，比XX品牌好多了,50,12,2,正面,2023-01-06
CM00431,品牌A,B站,价格有点贵，但是一分钱一分货吧,52,9,5,中性,2023-01-01
CM00432,品牌A,微博,物流很快，包装也很好，推荐购买,53,12,3,正面,2023-07-21
CM00433,竞品B,小红书,颜值很高，就是有点不耐用,45,10,6,中性,2023-11-01
CM00434,竞品C,微博,性价比很高，比XX品牌好多了,53,12,5,正面,2023-12-24
CM00435,竞品B,微博,用了过敏，不知道是不是正品,42,5,7,负面,2023-06-06
CM00436,品牌A,B站,感觉最近质量不如以前了，有点失望,53,13,2,负面,2023-07-23
CM00437,竞品C,抖音,感觉最近质量不如以前了，有点失望,61,11,3,负面,2023-01-09
CM00438,品牌A,小红书,颜值很高，就是有点不耐用,55,11,8,中性,2023-10-15
CM00439,竞品C,微博,感觉最近质量不如以前了，有点失望,44,11,4,负面,2023-05-19
CM00440,品牌A,微博,物流很快，包装也很好，推荐购买,54,9,5,正面,2023-09-13
CM00441,竞品B,抖音,国货之光，必须支持,55,9,7,正面,2023-04-01
CM00442,品牌A,微博,价格有点贵，但是一分钱一分货吧,40,7,4,中性,2023-08-18
CM00443,竞品B,小红书,客服态度太差了，再也不会买了,55,8,7,负面,2023-08-20
CM00444,竞品B,微博,感觉最近质量不如以前了，有点失望,51,7,4,负面,2023-03-02
CM00445,竞品C,B站,国货之光，必须支持,50,5,10,正面,2023-10-27
CM00446,竞品B,抖音,国货之光，必须支持,46,9,4,正面,2023-12-27
CM00447,竞品C,B站,价格有点贵，但是一分钱一分货吧,47,10,10,中性,2023-02-08
CM00448,品牌A,微博,用了过敏，不知道是不是正品,61,11,11,负面,2023-11-23
CM00449,竞品C,B站,客服态度太差了，再也不会买了,49,9,5,负面,2023-08-15
CM00450,竞品C,微博,什么时候出新品啊，等好久了,59,7,5,正面,2023-01-20
CM00451,竞品B,B站,感觉最近质量不如以前了，有点失望,46,8,4,负面,2023-10-02
CM00452,品牌A,小红书,颜值很高，就是有点不耐用,48,12,6,中性,2023-01-07
CM00453,竞品C,抖音,性价比很高，比XX品牌好多了,39,9,5,正面,2023-06-22
CM00454,竞品C,小红书,国货之光，必须支持,38,6,1,正面,2023-08-26
CM00455,品牌A,B站,物流很快，包装也很好，推荐购买,66,5,6,正面,2023-08-31
CM00456,竞品B,微博,颜值很高，就是有点不耐用,58,12,9,中性,2023-01-29
CM00457,竞品B,B站,用了过敏，不知道是不是正品,44,8,7,负面,2023-06-20
CM00458,品牌A,小红书,物流很快，包装也很好，推荐购买,48,9,3,正面,2023-12-19
CM00459,竞品B,小红书,国货之光，必须支持,56,8,3,正面,2023-02-01
CM00460,竞品C,微博,用了过敏，不知道是不是正品,59,9,9,负面,2023-12-11
CM00461,竞品B,抖音,这个品牌的产品真的很好用，支持了好多年了,58,11,5,正面,2023-01-30
CM00462,品牌A,B站,价格有点贵，但是一分钱一分货吧,50,8,5,中性,2023-08-16
CM00463,竞品B,微博,感觉最近质量不如以前了，有点失望,58,6,4,负面,2023-11-15
CM00464,品牌A,B站,性价比很高，比XX品牌好多了,48,3,2,正面,2023-02-15
CM00465,竞品B,抖音,物流很快，包装也很好，推荐购买,44,10,5,正面,2023-08-08
CM00466,品牌A,抖音,用了过敏，不知道是不是正品,51,5,4,负面,2023-01-29
CM00467,品牌A,抖音,价格有点贵，但是一分钱一分货吧,48,7,3,中性,2023-06-24
CM00468,竞品B,B站,用了过敏，不知道是不是正品,55,9,6,负面,2023-03-24
CM00469,竞品C,B站,这个品牌的产品真的很好用，支持了好多年了,56,11,4,正面,2023-08-27
CM00470,竞品C,微博,客服态度太差了，再也不会买了,58,11,5,负面,2023-03-27
CM00471,竞品C,B站,颜值很高，就是有点不耐用,49,15,4,中性,2023-12-29
CM00472,竞品B,B站,性价比很高，比XX品牌好多了,46,15,6,正面,2023-11-02
CM00473,品牌A,微博,物流很快，包装也很好，推荐购买,49,12,7,正面,2023-08-07
CM00474,竞品B,微博,物流很快，包装也很好，推荐购买,57,9,5,正面,2023-06-21
CM00475,品牌A,B站,物流很快，包装也很好，推荐购买,44,11,3,正面,2023-07-20
CM00476,竞品B,小红书,性价比很高，比XX品牌好多了,40,14,6,正面,2023-12-31
CM00477,竞品C,B站,用了过敏，不知道是不是正品,54,7,2,负面,2023-02-20
CM00478,竞品C,B站,客服态度太差了，再也不会买了,47,10,3,负面,2023-09-16
CM00479,品牌A,B站,客服态度太差了，再也不会买了,43,11,2,负面,2023-11-27
CM00480,品牌A,微博,客服态度太差了，再也不会买了,53,9,4,负面,2023-09-21
CM00481,竞品B,微博,客服态度太差了，再也不会买了,46,15,6,负面,2023-09-07
CM00482,竞品C,抖音,物流很快，包装也很好，推荐购买,55,10,8,正面,2023-04-15
CM00483,竞品B,B站,性价比很高，比XX品牌好多了,43,11,4,正面,2023-03-20
CM00484,竞品B,B站,颜值很高，就是有点不耐用,49,10,4,中性,2023-12-31
CM00485,品牌A,小红书,什么时候出新品啊，等好久了,49,15,6,正面,2023-07-27
CM00486,竞品B,微博,物流很快，包装也很好，推荐购买,41,13,6,正面,2023-09-24
CM00487,竞品C,抖音,国货之光，必须支持,50,2,7,正面,2023-07-30
CM00488,竞品C,B站,性价比很高，比XX品牌好多了,53,8,9,正面,2023-03-16
CM00489,竞品B,微博,价格有点贵，但是一分钱一分货吧,51,10,5,中性,2023-02-02
CM00490,品牌A,抖音,这个品牌的产品真的很好用，支持了好多年了,49,12,5,正面,2023-05-13
